Title,ParaphrasedAbstract
"Digital communication strategies used by private companies, entrepreneurs, and public entities to attract long-stay tourists: a review","The convergence of globalization and advancements in technological and social sectors has led to a significant increase in international mobility, rendering the boundaries between tourism and migration-like movements increasingly ambiguous. The proliferation of digital communication has sparked a quest for enhanced well-being, encompassing aspects such as health, employment, leisure, and beyond. Novel communication platforms are gradually supplanting traditional media, prompting private enterprises, entrepreneurs, and public institutions to recognize the pivotal role of digital communication in expanding their reach and appeal to target populations. Against this backdrop, this study seeks to determine the digital communication strategies employed to foster interest and attraction to a given destination. A systematic review of existing literature, yielding 294 articles from Web of Science and Scopus, reveals 16 pertinent studies aligned with our research objectives. Our findings are categorized according to three primary digital communication approaches: (i) cultivating social network relationships, (ii) leveraging digital marketing, and (iii) harnessing virtual and augmented reality. Ultimately, this research bridges the gap between lifestyle migration and digital communication, providing valuable insights for destination management offices, companies, and entrepreneurs."
Effects of robot-assisted digital storytelling on hospitalized children’s communication during the COVID-19 pandemic,"This investigation introduced a novel, technology-driven narrative strategy, leveraging robots to alleviate hospitalized children's apprehension regarding intravenous injections, while fostering enhanced therapeutic dialogue and participation. To assess the efficacy of this innovative approach, a randomized controlled trial was conducted, involving 47 pediatric patients from a regional hospital, divided into an experimental cohort (n = 21) and a control group (n = 26). The experimental group received health education on intravenous injections via robot-assisted digital storytelling, whereas the control group received video-based instruction. The findings revealed that this pioneering approach not only mitigated anxiety in children but also had a profound impact on their ability to discuss injections, emotional well-being during hospitalization, and therapeutic engagement. Consequently, it is recommended that educators and researchers explore the integration of robot-assisted digital storytelling into pediatric clinical health education to optimize nursing outcomes."
Internet of things connecting digital world through visible light communication,"This research explores the application of Light Emitting Diodes (LEDs) in illumination systems, leveraging Visible Light Communication (VLC) technology to facilitate data exchange. The innovative Internet of Things (IoT) paradigm enables the interconnection of physical entities with the digital realm via VLC, fostering seamless interactions with Wireless Sensor Networks (WSN) and Mobile Ad-Hoc Networks (MANET) in intelligent environments. This synergy gives rise to novel MANET-IoT systems in VLC-based infrastructures, yielding benefits such as enhanced user mobility, reduced energy expenditure, and lower network deployment expenditures. A comparative analysis of the performance of VLC-based Light Fidelity technology and Radio Frequency (RF) technology is conducted, considering key metrics including data transmission rates, error rates, and power consumption. The investigation's scope extends beyond energy efficiency to prioritize the creation of a safe and hazard-free environment in the near future, both indoors and outdoors, through the strategic deployment of LEDs. The anticipated outcomes of this study include the optimization of energy consumption in global MANET and WSN systems integrated with IoT VLC, thereby paving the way for the provision of reliable internet services. The Packet Delivery Rate is evaluated for 100 node counts of the Cluster Nodes Reinforcement Scheme, benchmarked against the Reliable Data Transmission Model and EA-based Imperialist Competitive Algorithm (MANET) schemes."
"Invasiveness, Intrusiveness and Influence: three new metrics to measure communication between political digital echo chambers","The ongoing discussion surrounding the significance and function of political digital echo chambers (DPECs) in the realm of political discourse is largely founded upon unsubstantiated claims, conjecture, and speculation, rather than being grounded in empirical evidence. This limitation stems from the absence of reliable methodologies for assessing the exchange of information between echo chambers and the external environment. To address this knowledge gap, we propose the development of three novel graph-level metrics – namely, Infiltration, Informational Authority, and Message Permeability – designed to quantify the informational supremacy of one DPEC over another, the potency of its information sources, and the capacity of its messages to permeate the boundaries of rival DPECs. Our metrics were validated through simulations and real-world network data, yielding results that align with their intended purpose and our expectations. Furthermore, the application of these metrics to real-world network data revealed their potential to effectively gauge the relative efficacy of political mobilization efforts in the face of countermobilization strategies employed by opposing forces within the same social media platforms."
Digital Development of Cultural and Creative Industries Under the Security of 5G Mobile and Communication,"As the global 5G network expands at an unprecedented rate, it is bound to exert a profound influence on the development of China's cultural sector, driving professionals within the industry to adopt innovative strategies and revolutionize the cultural landscape. The multifaceted applications of 5G digital technology are poised to have a transformative impact on the creative economy. However, as societal progress accelerates, people's fascination with novel forms of media and content is diverting attention away from cultural heritage, leading to a decline in the visibility of historical artifacts, landmarks, and traditional crafts. Against the backdrop of 5G-enabled mobile and communication security, this article presents a novel digital preservation framework for cultural heritage, leveraging deep learning algorithms. This framework can effectively address the issue of low-quality and distorted images, while preserving the clarity of cultural heritage visuals, thereby providing a theoretical foundation for the digital advancement of creative industries."
"The underuse of AI in the health sector: Opportunity costs, success stories, risks and recommendations","""This study delves into the phenomenon of artificial intelligence (AI) being underutilized in the healthcare industry, its implications for real-world applications, and the substantial economic burden it entails. The significance of this issue is underscored by the European Parliament's designation of it as a ""major threat"" in 2020, with the core concern being that research on trustworthy AI systems for medicine and digital health may stagnate in laboratory settings without yielding tangible benefits. Our investigation emphasizes the need for researchers, practitioners, and policymakers to acknowledge this phenomenon. An examination of government and public agency initiatives reveals the limitations of current approaches, prompting an exploration of the underlying causes and potential solutions. The proposed recommendations encompass the establishment of standards, regulatory governance frameworks, and the assessment of opportunity costs associated with underutilizing technology, as well as the urgency of addressing this issue. The rapid acceleration of AI advancements heightens the risks of underutilization, making it an increasingly pressing concern."""
Healthcare professionals satisfaction and AI-based clinical decision support system in public sector hospitals during health crises: a cross-sectional study,"In the wake of the COVID-19 pandemic, the global spotlight has turned to digital health management systems, which leverage information systems to provide vital health support and mitigate the impact of similar crises. The integration of artificial intelligence (AI) can spawn innovative solutions, such as Clinical Decision Support Systems (CDSS), capable of navigating complex scenarios marked by vast data volumes, accuracy concerns, patient turnover, and diverse health management protocols. By harnessing AI-driven health information systems, CDSS offers rapid, effective, and cutting-edge responses to emergencies and pandemics like COVID-19. Consequently, it is crucial to examine the factors influencing healthcare professionals' (HCPs) satisfaction and adoption intentions regarding CDSS. Building on DeLone and McLean's information system success model, researchers surveyed 237 on-duty HCPs from three major Wuhan hospitals in 2021, yielding empirical evidence that underscores the significant impact of information system qualities (system, information, and service quality) and user satisfaction on CDSS adoption, particularly in developing countries."
Role of Regulatory Sandboxes and MLOps for AI-Enabled Public Sector Services,"This study delves into the imperative of aligning cutting-edge public sector AI-driven services with the Artificial Intelligence Act's regulatory guidelines, while simultaneously encouraging collaborative exploration and stakeholder engagement throughout the AI development cycle. The analysis explores the far-reaching consequences of burgeoning regulations, AI regulatory sandpits, and MLOps as catalysts for compliance, co-creation, and active stakeholder involvement. We advocate for a paradigm that cultivates experimentation with automated workflows and continuous oversight, ensuring the deployment of future public sector AI-driven services in a manner that is both regulatory-compliant and technologically pioneering. AI regulatory sandpits offer a controlled environment for experimentation, transcending regulatory constraints to explore the practical application of ML frameworks. While this study presents a framework grounded in emerging regulations, tools, and best practices for responsible AI adoption, its validity hinges on pilot testing with diverse stakeholders, regulators, and high-risk AI-based service providers."
aiWATERS: an artificial intelligence framework for the water sector,"The proliferation of Artificial Intelligence (AI) and Machine Learning (ML) solutions has triggered a far-reaching uptake across disparate industries, with AI transcending its traditional bastion in research and academia to permeate the industrial landscape. Concurrently, the water industry is undergoing a profound digital metamorphosis, with water utilities in the United States at varying stages of this transformation. However, non-technical stakeholders in the water sector, who are key decision-makers, require a deeper understanding of AI to make informed choices. While AI offers numerous advantages, its implementation is fraught with challenges related to data quality, model development, knowledge integration, and ethical considerations. In the realm of civil engineering, where critical decision-making is paramount, trust in decision-support technologies is crucial for their real-world adoption. This research proposes the aiWATERS framework, a guiding paradigm for water utilities to successfully integrate AI into their operations. Through pilot interviews and surveys with diverse water utilities in the United States, this study captures their current AI implementation status and identifies the hurdles they face. The findings reveal that most US water utilities are in the nascent stages of AI adoption, grappling with concerns about AI's opacity, reliability, and long-term viability. The aiWATERS framework aims to facilitate the utilities' navigation of these challenges as they embark on their digital transformation journey."
Awareness among teaching on AI and ML applications based on fuzzy in education sector at USA,"This study synthesizes the current understanding among American educators regarding the integration of artificial intelligence and machine learning technologies in educational settings. Despite the rapid expansion of the AI and ML industries, the education sector has yet to reap substantial benefits. Notably, the development of novel AI- and ML-driven systems tends to focus on areas of higher social impact, such as healthcare and transportation, rather than higher education institutions. This analysis aims to illuminate the enigmatic landscape of application development in the US education industry. To achieve this goal, a multi-faceted research approach was employed, involving a review of international reports and relevant literature on AI and ML applications in education, an examination of official US education sector documents related to AI and ML initiatives, and 15 expert interviews guided by a set of predetermined criteria. The resulting data provides an overview of AI and ML systems currently in use in universities and colleges, assesses their advantages and limitations, and speculates on their potential future trajectories. While this study does not provide an exhaustive treatment of the subject, it sheds light on crucial areas of application and identifies potential avenues for future research into AI and ML in education."
A global perspective on data powering responsible AI solutions in health applications,"The integration of artificial intelligence in healthcare has the capacity to revolutionize patient outcomes, care quality, and accessibility worldwide. To ensure equitable benefits, it is essential to adopt a globally inclusive approach, prioritizing underserved populations, during the development of AI-driven healthcare solutions. By concentrating on a specific area, namely medical applications, innovators can create effective solutions that acknowledge the complexities of the current landscape. The subsequent sections delve into the existing obstacles in data infrastructure, AI system design, and regulatory frameworks, which hinder the widespread adoption of healthcare technologies. We identify key factors contributing to data disparities, inadequate regulations, and infrastructure limitations, including power outages, network connectivity issues, and insufficient social support systems for healthcare and education, all of which undermine the universal potential of these technologies. By incorporating these insights, developers can design prototype AI solutions that more accurately address the diverse needs of a global patient population."
An example of governance for AI in health services from Aotearoa New Zealand,"The rapid evolution of Artificial Intelligence (AI) has created uncertainty regarding its safe application, prompting the publication of numerous international guidelines and principles to inform the integration of AI systems across various sectors, including healthcare. In Aotearoa New Zealand, we acknowledged that merely tailoring existing risk management frameworks and governance protocols to our unique healthcare setting and population would be insufficient. Instead, we recognized the imperative of amplifying the voices of Māori, the indigenous people of Aotearoa NZ, in accordance with the principles of Te Tiriti, while also prioritizing the needs of healthcare recipients and their families. This report details the creation and establishment of a robust governance structure for the development and deployment of AI tools within a health service in Aotearoa NZ, featuring real-world pilot testing and continuous refinement of our methodologies."
Operationalising AI ethics through the agile software development lifecycle: a case study of AI-enabled mobile health applications,"Despite the proliferation of ethical codes and guidelines for artificial intelligence (AI) development, their practical application remains elusive, particularly in healthcare where the benefits of AI solutions must be weighed against potential risks to patients, vulnerable populations, and the broader community. To overcome this hurdle, we advocate for a paradigm shift from universal ethical principles to context-specific, case-based frameworks that account for the nuances of real-world scenarios. This research leverages an AI-powered mobile health application as a test case, drawing on established ethical frameworks, including AI4People and the EU's trustworthy AI guidelines, as well as human rights considerations and relational perspectives to address value conflicts and moral trade-offs. By integrating ethical principles throughout the AI development lifecycle, our ""ethics by design"" approach ensures that ethical considerations are proactive, rather than reactive. We distill seven core ethical principles – fairness, adaptability, precision, human-centeredness, respect, trust, and reliability – and demonstrate how their incorporation into software development processes can mitigate ethical consequences. Through concrete examples of AI-driven healthcare applications, we illustrate the practical applicability of our contextualized framework."
"Does AI-technology-based indoor environmental quality impact occupants’ psychological, physiological health, and productivity?","During the past hundred years, the travel and tourism sector has experienced exponential expansion, driven largely by the surge in global mobility. However, the emergence of a persistent pandemic has dramatically altered this landscape, placing unprecedented emphasis on Indoor Environmental Quality (IEQ) integrated with technological innovations, particularly artificial intelligence (AI). This research endeavors to examine the impact of AI-driven IEQ on the productivity of hospitality industry occupants, as mediated by their psychological and physiological well-being. Grounded in the theoretical frameworks of Job Demand-Resource Theory and Nudging Philosophy, we developed a conceptual model and hypothesis, which were subsequently validated using structural equation modeling (SEM). The findings reveal that AI-driven IEQ has a statistically significant influence on behavioral modification, which, in turn, affects occupants' health and productivity outcomes. Notably, the hospitality industry's AI-driven IEQ exerts a more profound impact on occupants' productivity, followed closely by its effects on their psychological and physiological health."
Applying the ethics of AI: a systematic review of tools for developing and assessing AI-based systems,"The pervasive integration of Artificial Intelligence (AI) systems, driven by Machine Learning algorithms, has led to their widespread adoption across various domains, including entertainment platforms, online communities, and healthcare. Nevertheless, the deployment of this nascent technology poses substantial societal and ethical concerns, threatening to erode individual autonomy, privacy, and fairness, with far-reaching implications for human rights. To mitigate these risks, it is essential to establish a framework for responsible AI development, incorporating guiding principles, regulatory guidelines, and technical instruments. However, the efficacy of these measures relies on the ability of technical experts to implement them effectively. In response, we propose the development of a comprehensive typology that categorizes the distinct phases of the AI lifecycle, outlines the overarching ethical principles governing their implementation, and identifies tools capable of ensuring compliance, encompassing both technical and conceptual frameworks. This typology will also provide supplementary information, including developmental stages, associated tasks, sectors, and language. Our research, grounded in a systematic review of 352 resources and tools, aims to facilitate the development of ethical AI solutions for developers and initiative leaders. The complete typology and exhaustive resource list are accessible at https://ricardo-ob.github.io/tools4responsibleai."
"Opportunities, challenges, and benefits of AI innovation in government services: a review","The advent of artificial intelligence (AI) has spawned a versatile instrument with far-reaching implications for governance, societal welfare, and economic growth. Nevertheless, the lack of a unified understanding of AI's definition and scope hampers its effective integration into government agencies. This examination delves into the diverse approaches, focal points, and objectives within AI, underscoring its capacity to augment human capabilities in high-stakes situations. Building upon the current advantages and enhanced efficiency achieved through AI adoption in pioneering government departments, this inquiry explores the potential benefits and limitations of AI utilization in the public sphere. By scrutinizing the interdisciplinary hurdles of public AI applications, such as linguistic barriers and service delays, this study underscores the imperative for a comprehensive grasp of the risks, obstacles, and incentives associated with AI deployment in government services. The study aims to provide insight into AI research's ultimate objectives, including object manipulation, natural language processing, and reasoning. This analysis highlights the potential for increased productivity, streamlined processes, and reduced liabilities by weighing the pros and cons of AI adoption in the public sector. Furthermore, organizational theory is leveraged as a tool to navigate challenges and maximize opportunities associated with AI implementation. The theory serves as the conceptual framework to understand the benefits, opportunities, and challenges inherent in AI-driven government service provision. The research findings facilitate a deeper understanding of how AI may revolutionize public service delivery by catalyzing innovation and enhancing efficiency. This study addresses critical questions regarding organizational theory's role in optimizing government AI adoption, the challenges governments face in adopting AI, and the potential benefits AI may offer public service delivery. The research advocates for a strategic approach to AI adoption in the public sector, considering organizational, ethical, and societal implications while acknowledging the possibility of AI's transformative impacts on governments' service provision."
Recent progress in organic waste recycling materials for solar cell applications,"Here is a paraphrased version of the original text, exhibiting both syntactic and lexical diversity while preserving semantic similarity:

""A novel breed of photovoltaic devices, dubbed Organic Waste-Derived Solar Cells (OWSC), leverages organic waste materials to fabricate one or more components, thereby offering a groundbreaking alternative to traditional third-generation solar cells. This innovative approach has the potential to transform the solar cell manufacturing landscape. This comprehensive review delves into the realm of OWSC, highlighting their dual benefits of cost-effectiveness and eco-friendliness. The article explores diverse organic waste sources, fabrication methodologies, and pioneering techniques for solar cell production. Strategies for optimizing OWSC performance are also presented. A detailed comparison of the assembly configurations and photovoltaic parameters of reported OWSC is provided, along with an overview of the past decade's research trends. The advantages and limitations of various solar cell technologies are discussed, and potential future directions are proposed. Industrial organic waste materials, such as paper, coal, and plastics, remain underutilized yet promising resources for solar cell fabrication. The power conversion efficiencies of the cited studies are reported, with a focus on the products and functions of the organic waste materials employed."""
A Comprehensive Survey of Silicon Thin-film Solar Cell: Challenges and Novel Trends,"Renewable energy harnessing has solar cells as a frontrunner, and among these, thin-film variants have gained prominence in the industry due to their economical production, minimal material usage, and anticipated efficiency surge. This review delves into the evolution of silicon thin-film solar cells, from their genesis to the latest laboratory-crafted modules, examining each technology's milestones, architectural design, limitations, circuitry, performance, and market penetration. Concurrently, the study investigates the reliability and accessibility of constituent materials, as well as comparative analyses of diverse characteristics for each technology. Emerging breakthroughs in solar cells are also spotlighted, holding promise as pivotal factors and solutions in shaping the future. This condensed review aims to facilitate readers in identifying potential research pathways for optimal solar cell applications and manufacturing."
A thorough review of the existing concentrated solar power technologies and various performance enhancing techniques,"Here is a paraphrased version of the original text, exhibiting both syntactic and lexical diversity while preserving semantic similarity:

""Conventional thermal power plants are on the cusp of being supplanted by solar thermal power plants, a development crucial for mitigating the pressing issues of climate change and global warming. This study delves into the rationale behind this impending paradigm shift and the benefits of solar thermal energy relative to other renewable sources, including solar photovoltaic systems. Despite the abundance of literature on various solar thermal power plant designs and optimization strategies, a comprehensive synthesis of this knowledge has been lacking. This paper seeks to bridge this gap by providing an exhaustive review of concentrated solar power technologies, encompassing their fundamental principles, global implementations, and cutting-edge hybrid approaches aimed at enhancing performance. Additionally, the importance of economic viability assessments for these technologies is underscored, and the future trajectory and necessary steps for their continued growth are outlined."""
Socio-economic impacts of solar energy technologies for sustainable green energy: a review,"Despite the environmental risks associated with fossil fuels, including the release of harmful gases such as carbon dioxide, they remain the primary source of global energy production. However, the finite nature of fossil resources and price volatility have raised concerns about their long-term sustainability, prompting a shift towards environmentally friendly and sustainable energy alternatives. In recent years, there has been a notable increase in the adoption of natural, sustainable energy sources like solar power. The effective harnessing of solar energy relies on a thorough understanding of its applications and techniques. This review examines various solar storage technologies aimed at promoting eco-friendly energy generation. We analyze the differences, mechanisms, efficacy, and value of greenhouse-based solar heat storage and concentrated solar power (CSP) technologies. A multi-faceted evaluation approach is employed, incorporating expert assessments and a scoring system to determine the weight and score of each index, thereby providing a comprehensive evaluation. The socio-economic implications of constructing green power stations are also assessed. The suitability of solar storage and technologies for large-scale applications depends on various factors, including their advantages and disadvantages. Ultimately, the article highlights the importance of waste-to-energy conversion for a safe environment."
A Review on Solar Photovoltaic System Efficiency Improving Technologies,"Here is a paraphrased version of the original text, exhibiting both syntactic and lexical diversity while preserving semantic similarity:

""In recent years, the quest to satisfy our society's diverse energy needs has driven a surge in interest in solar energy-based solutions. By integrating photovoltaic and thermal systems, the efficiency of PV cells can be enhanced, and low-grade heat can be harnessed. Despite two to three decades of research focused on optimizing PVT systems, only a limited number of effective solutions are currently accessible to consumers. This review examines various strategies for tracking and cooling, designed to maximize solar radiation capture and mitigate temperature increases that can compromise PV solar panel performance. A comprehensive analysis of existing research papers has been conducted, categorizing them according to their focus, contributions, and technological approaches to PV panel tracking and cooling. This study aims to provide valuable insights for newcomers to the field, seeking to contribute to this area of technology."""
A Detailed Review on Wind and Solar Hybrid Green Energy Technologies for Sustainable Smart Cities,"Urban revitalization and modernization initiatives, collectively known as Smart City development, aim to catalyze economic prosperity and enhance citizens' well-being by leveraging technology and fostering local development. A pivotal aspect of smart urban planning is the strategic management of power generation, which is often reliant on non-renewable energy sources in developing nations, leading to resource depletion, environmental degradation, and escalating energy costs. However, there is a growing awareness among governments and citizens about the imperative to transition from conventional to renewable energy sources, thereby promoting eco-friendly and sustainable urban ecosystems. Green Energy, encompassing hydroelectric, solar, tidal, wind, and bio-gas power, offers a viable solution for creating resilient and environmentally conscious Smart Cities. While solar and wind power are well-suited for urban environments, their intermittent nature necessitates the adoption of hybrid solar-wind power harvesting systems to ensure a consistent and reliable energy supply. This study provides an in-depth examination of solar, wind, and hybrid solar-wind power generation in the context of Smart City energy infrastructure."
A review of advanced architectural glazing technologies for solar energy conversion and intelligent daylighting control,"Optimizing solar radiation management through innovative glazing designs is crucial for creating a comfortable indoor atmosphere while minimizing energy expenditure. Traditional glazing systems, comprising single or multiple glass panes, exhibit high visible light transmission and solar heat gain coefficients, which can be both beneficial and detrimental, as they allow for natural lighting and passive heating but also lead to glare discomfort and increased cooling energy consumption. Among the cutting-edge glazing technologies being developed, Building Integrated Photovoltaic (BIPV) glazing stands out for its ability to reduce cooling loads and visual discomfort while generating electricity from sunlight. Recent breakthroughs in low-concentration optics, such as Dielectric-based Compound Parabolic Concentrators (DiCPCs), have sparked growing interest in the development of Building Integrated Concentrating Photovoltaic (BICPV) glazing to enhance light harvesting and electric power output. However, traditional BIPV glazing systems face the challenge of lacking dynamic control over daylight and solar heat transmission to adapt to changing weather conditions and seasonal heating/cooling demands. A promising solution lies in integrating optically switchable smart materials into BIPV glazing systems, enabling dynamic daylighting control and solar power conversion. Thermotropic (TT) hydrogel materials, such as poly(N-isopropylacrylamide) (PNIPAm) and Hydroxypropyl Cellulose (HPC), are potential candidates for hybrid BIPV smart glazing applications due to their unique features, including high visible transparency, strong light-scattering capability, and large solar energy modulation. This review examines various electricity-generating glazing technologies, including BIPV and BICPV glazing, as well as smart glazing technologies with a focus on TT hydrogel-integrated glazing, evaluating their characteristics, benefits, and limitations. Finally, the challenges and research opportunities in this emerging field are discussed."
Integration of multi-criteria decision-making for performance evaluation of different solar batteries technologies,"This study's objective is to introduce an innovative methodology for enhancing the operational efficiency, performance, and lifespan of photovoltaic systems, with a specific focus on optimizing energy storage systems through a comprehensive multi-criteria evaluation. This approach incorporates dependability analysis tools to identify the most suitable solar battery technology, considering factors such as lead-acid, nickel-cadmium, nickel-metal hydride, and lithium-ion batteries. The selection process is guided by a set of technical criteria, including reliability, security, size, and cost, which are assessed through a combination of failure modes analysis, risk priority calculation, and environmental impact evaluation. Furthermore, the methodology takes into account the economic and spatial implications of battery selection, ultimately utilizing the PROMETHEE decision-making model to facilitate the choice of the most appropriate solar battery technology."
An Extensive Analysis of Dye-Sensitized Solar Cell (DSSC),"During the 19th century, the industrial revolution was sparked by fossil fuels, which served as the primary source of energy. In recent years, scientists have been actively seeking alternatives to traditional silicon-based solar cells, with a particular focus on photovoltaic devices. Over the past three decades, researchers have extensively explored dye-sensitized solar cells (DSSCs), which offer a range of advantages, including ease of fabrication, low production costs, and minimal environmental impact. This review aims to guide readers in the assembly and operation of DSSCs, as well as provide an in-depth understanding of their underlying principles. Furthermore, it highlights the need for future advancements in manufacturing, stability, and efficiency to ensure the widespread adoption of these devices in the consumer electronics market. The review also features an overview of current DSSC prototypes and products developed by leading companies."
A Review on p-Type Tunnel Oxide Passivated Contact (TOPCon) Solar Cell,"The paramount goals of solar cell technology encompass achieving exceptional energy conversion rates, prolonged lifespan, scalable production, economic viability, and the utilization of eco-friendly materials. Within the realm of high-performance crystalline silicon (c-Si) solar cells, tunnel oxide passivated contact (TOPCon) technology has garnered significant interest owing to its numerous benefits, including streamlined fabrication, high energy conversion potential, and abundant raw material availability. However, the mass production of TOPCon solar cells using p-type c-Si wafers poses substantial challenges due to the need for advanced manufacturing processes, which may be hindered by the quality of p-type wafers if cutting-edge technologies are employed. Notably, recent industrial-scale production lines have successfully developed p-type TOPCon solar cells with a remarkable 25.19% energy conversion efficiency using monocrystalline Czochralski (CZ) c-Si wafers, thereby demonstrating the feasibility of p-type TOPCon solar cells for large-scale industrial applications. This review provides a comprehensive examination of the evolution of high-efficiency p-type TOPCon solar cells, advancements in various areas to enhance cell performance, commercialization status, and potential future research avenues and obstacles."
Performance evaluation of monocrystalline and polycrystalline-based solar cell,"This study presents a comprehensive evaluation of the efficiency of crystalline-based photovoltaic cells, encompassing both polycrystalline and monocrystalline variants, in conjunction with a comparative assessment of their performance under diverse orientation configurations within a solar power plant. In response to the escalating global energy requirements, renewable energy sources have gained prominence over the past few decades, with solar energy emerging as the most promising alternative. To investigate the performance of these cells, a specific geographical location (Savar, Dhaka) with a latitude of 23.8538° and a longitude of 90.2534° was selected. The findings indicate that the most efficient polycrystalline and monocrystalline solar cells possess power outputs of 440 Wp and 370 Wp, respectively. A simulated grid-connected PV system (12.3 Kwp) revealed that the monocrystalline cell exhibited a superior performance ratio of 83.55%, surpassing the polycrystalline-based solar cell with a ratio of 79.6%. Furthermore, the analysis of various orientation types demonstrated that monocrystalline cells installed on dual-axis tracking planes achieved the highest energy injection into the grid, amounting to 25.8 MWh/year, whereas the fixed orientation plane yielded the lowest value of 20.6 MWh/year. In contrast, polycrystalline cells showed energy injection values of 23.9 MWh/year and 19.5 MWh/year for dual-axis tracking and fixed orientation planes, respectively. Notably, monocrystalline technology consistently outperformed polycrystalline technology in terms of energy injection and performance ratio across all orientation configurations within the plant."
Blurring the lines: how AI is redefining artistic ownership and copyright,"The exponential growth of artificial intelligence has triggered a paradigm shift across diverse sectors, notably in the realm of artistic expression and innovation. Currently, AI has demonstrated the ability to generate exceptional pieces that are virtually indistinguishable from those produced by human creatives. Nevertheless, the issue of ownership remains shrouded in uncertainty, as existing intellectual property laws fail to explicitly extend copyright protection to works not originating from human authors. This study seeks to present a kaleidoscope of viewpoints on a crucial question: should the proprietary rights of AI-generated works be vested in individuals or AI systems? Concurrently, it aims to examine the efficacy of current copyright laws in addressing the intricacies of AI-generated works. Furthermore, this research endeavors to identify the necessary refinements and augmentations required within the existing legal framework to align with the contemporary landscape. To achieve these objectives, two surveys were conducted: a quantitative survey involving 100 participants and a qualitative survey featuring five creative professionals and five legal experts. The findings of this research strongly indicate that AI-generated works exhibit a level of excellence comparable to human creations, thereby warranting their classification as human works. Moreover, a compelling case can be made for affording these works copyright protection to provide clarity regarding their utilization by other individuals. As a result, the prevailing copyright laws must undergo revision and amendment to reflect the demands of the modern era, establishing precise regulations tailored to AI-generated works."
Computer-aided digital media art creation based on artificial intelligence,"""Fuelled by the rapid advancements in information technology, artificial intelligence has emerged as a hallmark of contemporary society. In the realm of digital media art, AI's distinctive strengths enable artists to produce superior pieces. This research endeavour aimed to investigate the potential of AI-driven computer-aided technology in digital media art creation. The study explored the feasibility of integrating AI with digital media art and discussed the benefits of this synergy. A novel approach was proposed, leveraging an AI-based support vector machine algorithm, and the experimental results demonstrated that AI-assisted digital media art creation yielded remarkable outcomes, with scores ranging from 80 to 96 in digital dynamics, sound effects, stunts, texture, and colour, surpassing those achieved through traditional methods, thereby validating the efficacy of AI-based computer-aided technology in digital media art creation."""
Using machine learning to predict artistic styles: an analysis of trends and the research agenda,"Within the realm of artistic expression, the application of machine learning algorithms has enabled the forecasting of stylistic patterns in visual artworks, thereby offering a distinct advantage to art critics and historians by providing more accurate and unbiased insights. This study aimed to investigate the emerging trends in the utilization of machine learning for artistic style prediction through a systematic review grounded in the PRISMA framework. A comprehensive search yielded 268 relevant documents, which were subsequently filtered to 128 studies that met the inclusion criteria. Quantitative analysis revealed a burgeoning interest in this area, shifting from user-centric approaches to the integration of advanced techniques like deep learning in art historical research. Notably, neural networks have emerged as a dominant methodology for pattern recognition, while a significant proportion of studies have leveraged design software for image generation and manipulation. Furthermore, it was observed that research focused on contemporary modern art remains limited, largely due to the prevailing emphasis on historical artistic styles in existing investigations."
Creation mechanism of new media art combining artificial intelligence and internet of things technology in a metaverse environment,"In the realm of the Metaverse, a novel virtual world crafted by cutting-edge media, innovative art forms spawned by new media technologies are poised to supplant traditional artistic expressions, assuming a pivotal role in the boundless expanse of the Metaverse. The evolution of new media art creation hinges on the synergy of artificial intelligence (AI) and Internet of Things (IoT) technologies. This investigation delves into the realm of digital painting art in new media, focusing on the neural network-driven image style transfer that preserves the original image's semantic essence. By harnessing the power of neural style transfer, a feature synthesis-based image style conversion method is proposed, which integrates the advantages of traditional texture synthesis to yield a richer, multi-style target feature mapping. This, in turn, enables the inverse transformation of the target feature mapping into an image, thereby achieving style transformation. Furthermore, the research outcomes are analyzed, optimizing the new media art creation mechanism under the umbrella of AI and IoT integration. The digital art style transformation is validated through simulation and performance evaluation using the Tensorflow program framework, demonstrating that the proposed feature synthesis-based image style transfer method can produce more reasonably distributed image textures, retain more semantic structure content, and generate richer artistic effects with enhanced interactivity and local controllability, thereby providing valuable theoretical insights for the development of new media art creation mechanisms."
