Title,ParaphrasedAbstract
Data Mesh Meets Blockchain,"For businesses to make insightful choices and stay ahead of the curve, skillful dataset management is essential. However, traditional centralized approaches to managing datasets often lead to limitations in scalability, ambiguous governance structures, isolated data pockets, and redundant work. To overcome these hurdles, this study introduces a decentralized framework rooted in blockchain technology and drawing inspiration from the data mesh architecture. Our proposed framework harnesses the decentralized nature of blockchain to facilitate efficient and transparent sharing of datasets across various business domains within an enterprise. By conceptualizing datasets as digital assets and business domains as peers, the framework employs blockchain smart contracts, empowering business domains to browse, request, and share datasets. This paper delves into the specifics of our framework, examining its scalability, accessibility, security, and data governance aspects. We substantiate our framework's efficacy through a proof-of-concept implementation, accompanied by publicly accessible source code. 
"
Quantum blockchain architecture using cyclic QSCD and QKD,"Leveraging the principles of quantum mechanics, a groundbreaking decentralized architecture known as quantum blockchain (QBC) presents a robust alternative to traditional blockchain systems, aiming to enhance transaction security and transparency. QBC frameworks are poised to effectively mitigate the security risks posed by quantum computers to conventional blockchains.  A novel QBC framework is proposed, featuring a Quantum-Secured Yet Another Consensus (QSYAC) algorithm for efficient and decentralized voting. This algorithm also bolsters the reliability and resilience of the blockchain framework.  Information and chaining are encoded using a single qubit state and quantum entanglement. Transaction signing employs cyclic permutation based on the computational distinguishability of quantum states, while quantum key distribution ensures secure key exchange.  This model surpasses existing systems in its security, effectively shielding the key and blockchain from potential quantum attacks. 
"
The Mediating Effect of Self-Efficacy in the Relationship Between Parental Communication and Digital Addiction,"The increasing prevalence of digital addiction in younger populations due to widespread digital technology use has prompted research into its underlying causes, yet such studies remain scarce. This study aimed to examine the connections between maternal and paternal communication styles and digital addiction, exploring the mediating role of self-efficacy and potential gender-based moderation effects. Data from 601 middle school students (aged 11-14, with a majority being girls) were collected using various scales measuring digital addiction, family dynamics, self-efficacy, and demographics. Structural equation modeling revealed that paternal communication directly influenced self-efficacy, which, in turn, indirectly affected digital addiction. Conversely, maternal communication only showed a direct link to digital addiction. Notably, gender played a moderating role, with the indirect influence of maternal communication on digital addiction being significant only among girls. These findings underscore the potential value of interventions aimed at enhancing parental communication skills and bolstering children's self-efficacy as preventive measures against digital addiction. Additionally, these insights can contribute to a deeper understanding of the impact parent-child communication has on digital addiction within the mental health field. 
"
Face-to-face more important than digital communication for mental health during the pandemic,"When COVID-19 lockdowns restricted in-person interactions, individuals turned to digital communication as a substitute. However, a four-week study (N = 411 participants, k = 9791 daily questionnaires) conducted in German-speaking countries revealed that face-to-face interaction was significantly more crucial for mental well-being during this period than digital communication. While text-based digital communication (e.g., email, WhatsApp, SMS) showed a notable link to mental health, both in-person and text-based digital communication were stronger predictors of mental well-being than physical activity or time spent outdoors. These findings highlight the paramount importance of face-to-face interaction for mental health. Interestingly, despite offering more visual and auditory cues, videoconferencing exhibited only a negligible association with mental health. 
"
Emoji as gesture in digital communication: Emoji improve comprehension of indirect speech,"The increasing prevalence of digital communication necessitates effective textual communication. However, textual communication lacks the nuances of other modalities, like hand gestures, which aid in understanding and resolving ambiguities in spoken language by offering visual cues. This study investigates whether emoji, pictorial symbols used to enrich text-based communication, can serve a similar purpose. Focusing on indirect speech, inherently ambiguous and requiring contextual interpretation, this research examines if emoji facilitate comprehension. Adapting gesture-based research (Kelly et al., 1999, Experiment 2) to a digital format, the study involved participants interpreting twelve hypothetical text message conversations concluding with indirect speech presented in three formats: text-only, text with emoji, and emoji-only. Results mirrored the positive impact of hand gestures on comprehension. Emoji demonstrably enhanced understanding, with participants interpreting indirect speech more accurately in the emoji-only condition compared to both text+emoji and text-only conditions, and improved comprehension in the text+emoji condition over the text-only condition. Therefore, emoji are not simply decorative elements but actively contribute to communication by clarifying and disambiguating intricate messages. Akin to gestures in face-to-face interactions, emoji enhance comprehension in text-based communication. 
"
Effect of digital literacy on social entrepreneurial intentions and nascent behaviours among students and practitioners in mass communication,"The rapid evolution of journalism and mass communication in the digital age necessitates investigating alternative career options for students and professionals in this field. This study, grounded in the Sustainable Development Goals' emphasis on ethical employment and production practices, examines the factors influencing social entrepreneurial intentions and actions among Taiwanese mass communication students and practitioners. Employing a quantitative survey approach, data from 814 valid respondents (373 students and 441 practitioners) were analyzed using structural equation modelling. Findings reveal that perceived social support, peer social awareness, and digital literacy positively and directly impact social entrepreneurial intentions in both groups. Additionally, digital literacy and entrepreneurial intentions directly contribute to actual entrepreneurial behaviors. This research highlights the crucial role of digital literacy in fostering social entrepreneurship. The study concludes by offering educational implications and recommendations for future practice. 
"
The digital power of the tower: digital communication technologies and dwelling experience in residential large urban developments,"Across the globe, the predominant form of housing construction in numerous urban centers is large-scale residential development projects. These developments integrate novel technologies into living spaces, fundamentally altering the experience of dwelling. Through digital ethnography and comprehensive interviews with inhabitants of three such projects in central Israel, this study illustrates how the digital realm is woven into the fabric of the housing environment, thereby reshaping its functionality and lived experience. We contend that the digital dimension plays a pivotal role in the emergence of a unique dwelling experience, ultimately transforming the dynamics of power within the urban residential landscape. 
"
Intelligent patrol inspection of low code enabled electric power communication equipment based on digital transformation,"To address the digital evolution of power systems and bolster the security of communication infrastructure, this study introduces a novel, intelligent patrol inspection method for power communication equipment.  This method leverages low-code development techniques, facilitating digital transformation. The proposed system comprises a custom-built, intelligent patrol platform empowered by low-code tools. At its foundation, a data acquisition module utilizes handheld devices to scan RFID tags affixed to communication equipment, gathering comprehensive equipment details.  The collected information is then relayed to the patrol application layer through the robust UDT data transmission protocol.  Within this application layer, a fault diagnosis module, powered by convolutional neural networks, meticulously analyzes the patrol data to identify potential faults in the communication equipment.  An integrated component layer, utilizing visually-developed application components and low-threshold platform development technology, enables low-code functionality within the platform.  This empowers the front-end service layer to streamline and customize the presentation of patrol outcomes, including display and management of results through the user terminal layer.  Experimental validation confirms the efficacy of this method, demonstrating precision in data acquisition, rapid data transmission, and high accuracy in fault diagnosis.  The result is a highly practical and intelligent patrol system optimized for power communication equipment. 
"
A Model for Digital Education Management Information System Using Wireless Communication and BP Neural Networks,"The rise of mobile technology has led to increased adoption of digital education management systems in education. This shift towards modern teaching practices has significantly impacted how teaching quality is evaluated. However, current methods for intelligent teaching quality diagnosis require improvement. Thus, building robust digital education management information systems is crucial. This study proposes a digital education management information system (DEMIS) model that leverages wireless communication and BP neural networks for effective school management. The paper emphasizes the importance of wireless communication and DEMIS in contemporary education. Using grey prediction and BP neural network models, the study forecasts educational development trends. MATLAB simulations, incorporating management constraints and assessment data from 85 instructors, were used to implement DEMIS. The efficacy of the proposed method was validated through experiments using grey prediction and BPNNs, demonstrating its capability in managing digital education. The results highlight that integrating wireless communication and BPNNs allows the system to manage campus network information effectively and offer valuable decision support for administrators. This suggests that the proposed DEMIS can significantly improve student learning experiences and overall education quality. 
"
"Corporate social responsibility communication in the ICT sector: digital issues, greenwashing, and materiality","The increasing prevalence of digital technologies presents novel challenges in societal and corporate governance, demanding greater accountability, especially from businesses.  Growing public pressure in recent years has urged companies to be more open about their digital practices, oversight mechanisms, and societal consequences.  The Information and Communication Technology (ICT) sector provides a particularly illuminating lens through which to examine these issues. Utilizing signaling theory as a framework, this research offers a pioneering analysis of how large ICT corporations engage in discussions around corporate social responsibility (CSR) related to digital technology. It examines a diverse range of communication channels, including sustainability reports, ESG disclosures, CSR reports, integrated reports, impact statements, purpose-driven narratives, consolidated management documents, annual reports, issue briefs, and online platforms. This study sheds light on how ICT companies define and convey ""materiality"" – a reporting principle emphasizing the equitable presentation and significance of information – within their CSR reporting on digital subjects.  Furthermore, the research explores the implications for potential ""greenwashing"" and offers suggestions for enhancing the trustworthiness of corporate disclosures. 
"
Tactile Codec with Visual Assistance in Multi-modal Communication for Digital Health,"The rapid expansion of multi-modal medical data in the digital health realm necessitates efficient communication strategies. This paper introduces a novel approach for compressing tactile video data acquired from GelSight sensors, specifically for digital health applications.  The method leverages visual cues through a target recognition network to identify frames containing touch interactions, thereby highlighting salient information within the tactile video stream.  Subsequently, a specialized coding scheme incorporating inter- and intra-frame prediction is employed.  Inter-frame redundancy is reduced using a dynamic group of pictures (GOP) strategy, while intra-frame compression is achieved through low-rank sparse decomposition (LRSD).  Rigorous evaluation using metrics like peak signal-to-noise ratio (PSNR), structural similarity index (SSIM), and learned perceptual image patch similarity (LPIPS) demonstrates the superior performance of the proposed method compared to established video coding standards like AVC and HEVC. Notably, the method achieves average bitrate savings of 23.6% and 61.4% relative to HEVC and AVC, respectively.  This underscores its ability to significantly compress haptic data while maintaining high reconstruction quality. 
"
Linear digital precoding technology in massive multiple input multiple output wireless communication system,"Contemporary society's swift advancement in wireless communication is encountering a significant obstacle due to the escalating scarcity of spectrum resources. Massive Multiple Input Multiple Output (MMIMO), a pivotal technology in 5G development, has garnered substantial research and implementation in recent times, holding the potential to revolutionize wireless communication systems. The defining feature of MMIMO lies in its expansive antenna array, resulting in a highly dimensional wireless system channel. This study delves into the application of precoding techniques within large-scale multi-antenna MIMO systems to mitigate Common Channel Interference (CCI). Commencing with an elucidation of linear digital precoding, the study presents mathematical proofs of three distinct linear digital precoding methodologies. Subsequently, the efficacy of these schemes is evaluated through MATLAB simulations, revealing a notable enhancement in both the bit error rate and combining rate of the MIMO system. 
"
Digital information and communication technologies in political education in universities: conflict of pragmatic and civilizational goals,"This research investigates the alignment between student and teacher values and the practical and societal objectives of political education within the context of integrating digital technologies for sustainable development. The study included 92 Master’s level Political Science students from TongJi University’s School of Marxism, who are being educated using digital mobile and cloud-based learning tools, along with 83 political science instructors from the same institution. Data collection employed the Portrait Values Questionnaire (PVQ) and the Eysenck Personality Questionnaire (EPQ). Data management and analysis were conducted using Microsoft Excel, while statistical significance was determined using Student’s t-test through the online calculator Social Science Statistics. Significant differences (p < 0.05) were found between students and teachers in terms of their motivation-related educational values: teachers placed greater emphasis on conformity (4.6 ± 0.2 vs. 3.4 ± 0.1 points) and tradition (4.9 ± 0.1 vs. 3.5 ± 0.3 points), whereas students prioritized independence (4.5 ± 0.2 vs. 3.3 ± 0.1 points). Furthermore, teachers exhibited higher neuroticism scores (15.6 ± 2.4), approaching the upper limit of the normal range and significantly surpassing student scores (10.2 ± 1.0).  The observed discrepancies in value hierarchies between students exposed to digitally-driven political education and their instructors suggest a potential clash between the pragmatic and civilizational aims of political education in the digital age, particularly regarding the tension between tradition and universalism, conformity, and the pursuit of power and achievement. 
"
Synchronous restoration of video key frame loss based on digital media communication protocol,"This study introduces a novel approach for recovering lost video key frames synchronously. The method leverages digital media feature extraction algorithms to analyze experimental video data. By optimizing communication protocols within real-time embedded systems, the processing of video information is enhanced. Key frame restoration is achieved synchronously through a dedicated digital media communication protocol, and its efficacy is validated through comparisons with existing algorithms. The proposed method demonstrates superior performance, achieving a recall rate of 90.1% and perfect precision (100%) in key frame extraction. Notably, it outperforms other evaluated algorithms, including a single feature-based approach, in both recall and precision. Furthermore, the algorithm exhibits a significantly faster synchronous restoration time of 12.2 seconds for lost key frames. This underscores the substantial value of digital media feature extraction for efficient and accurate recovery of missing key frames. This approach not only facilitates the synchronous recovery of lost key frames but also fosters the diversification of video data and enhances information exchange. The digital media communication protocol enables effective synchronization between audio and video streams at the receiving end of multimedia information, facilitating the recovery and prediction of lost frames within the video sequence. Consequently, this approach enhances the inherent characteristics of video frames, promotes inter-frame image similarity and consistency, and significantly improves the accuracy and efficiency of video data processing. From a broader perspective, the synchronous recovery of video key frame loss based on a digital media communication protocol holds significant implications for the sustainable development of media data, offering social value and practical significance in the current era of big data. 
"
"Digital communication strategies used by private companies, entrepreneurs, and public entities to attract long-stay tourists: a review","The interconnected world, shaped by rapid technological and societal shifts, has blurred the lines between tourism and migration, fostering unprecedented international movement. Driven by enhanced digital communication, individuals seek an improved quality of life encompassing health, work, and leisure. Traditional media are being overshadowed by these new forms of communication, prompting private and public sectors alike to recognize their power in attracting people. This research delves into the digital communication strategies employed to spark interest and entice individuals to specific destinations. A systematic review of 294 articles from Web of Science and Scopus, focusing on the intersection of ""lifestyle migration"" and ""digital communication,"" yielded 16 relevant studies. The findings are categorized into three digital communication approaches: social network engagement, digital marketing, and virtual/augmented reality. This study bridges the gap between lifestyle migration and digital communication, offering valuable insights for destination management organizations, businesses, and entrepreneurs. The concluding discussion explores the theoretical and practical implications of digital communication strategies within the realm of long-term tourism. 
"
Effects of robot-assisted digital storytelling on hospitalized children’s communication during the COVID-19 pandemic,"To alleviate anxiety in hospitalized children facing intravenous injections and enhance their therapeutic communication and engagement, this research implemented a randomized controlled trial evaluating a novel robot-assisted digital storytelling intervention. 47 children from a regional hospital were randomly allocated to either an experimental group (n=21), exposed to the robot-assisted storytelling approach during intravenous injection education, or a control group (n=26) receiving standard video-based education. The findings demonstrated that the robot-assisted approach effectively mitigated anxiety in children and fostered positive outcomes in their communication about intravenous injections, emotional well-being during hospitalization, and overall therapeutic engagement.  Based on these results, the integration of robot-assisted digital storytelling into pediatric nursing clinical education is recommended for educators and researchers. 
"
Internet of things connecting digital world through visible light communication,"This research explores the utilization of LEDs for illumination, integrating VLC technology to facilitate data transfer. VLC, coupled with the innovative IoT, bridges the physical and digital realms by connecting objects. Within intelligent environments, IoT interfaces with WSN and MANET, optimizing user satisfaction and cost-effectiveness. This synergy gives rise to novel MANET-IoT systems within VLC networks, characterized by enhanced user mobility, energy conservation, and minimized deployment expenses. The study benchmarks Light Fidelity technology (VLC) against RF technology, evaluating metrics such as data transfer speed, error rate, and power usage. The scope transcends energy efficiency, aiming to establish a secure environment using LEDs for both indoor and outdoor illumination. This investigation determines energy consumption within a global MANET and WSN integrated IoT VLC system, paving the way for dependable internet services. Packet delivery rates are projected for 100 nodes utilizing the Cluster Nodes Reinforcement Scheme, contrasted with the Reliable Data Transmission Model and the EA-based Imperialist Competitive Algorithm (MANET) schemes. 
"
"Invasiveness, Intrusiveness and Influence: three new metrics to measure communication between political digital echo chambers","Current discussions surrounding the influence and function of political digital echo chambers (DPECs) in political discourse often rely on conjecture and speculation rather than concrete evidence. This deficiency stems from a lack of effective empirical tools for analyzing interactions between echo chambers and the external world. To address this gap, we propose three novel graph-based metrics – Invasiveness, Intrusiveness, and Influence – designed to assess the informational dominance of one DPEC over another, its strength as an information source, and the extent to which its messaging penetrates other echo chamber environments. Our evaluation of these metrics using both simulated and real-world network data indicates that they perform as intended and align with our expectations. Real-world network data analysis suggests that these metrics could be highly valuable for gauging the relative effectiveness of political mobilization efforts against opposing forces leveraging the same social networks for counter-mobilization. 
"
Digital Development of Cultural and Creative Industries Under the Security of 5G Mobile and Communication,"The swift global expansion of 5G technology has unavoidable repercussions for the development of China's cultural sector, prompting innovation and transformation within the industry. The diverse capabilities of 5G digital technology exert considerable influence and provide powerful momentum to cultural and creative industries. However, rapid societal progress has shifted public attention towards novel experiences and digital media, leading to a decline in interest in cultural heritage. Consequently, numerous cultural relics, historical structures, artifacts, and crafts are fading from public consciousness. In light of the secure mobile communication infrastructure offered by 5G, this study presents a deep learning (DL)-based model for the digital preservation of cultural heritage. This DL-driven model effectively addresses issues of image clarity and dimensionality, ensuring high-fidelity digital representations of cultural artifacts, thereby offering theoretical support for the digital expansion of cultural and creative industries. 
"
"The underuse of AI in the health sector: Opportunity costs, success stories, risks and recommendations","This paper investigates the insufficient implementation of artificial intelligence (AI) within healthcare, examining its practical implications and potential economic repercussions. Highlighting a concern deemed a ""major threat"" by the European Parliament in 2020, the study focuses on the risk of promising AI research for medicine and digital health remaining confined to laboratories without tangible real-world application.  The analysis underscores the importance of this issue for researchers, practitioners, and particularly policymakers. By exploring governmental and public agency approaches to tackling this underutilization, and acknowledging the limitations of existing initiatives, the paper delves into the root causes of the problem.  It proposes solutions for enhancing digital health initiatives, including the establishment of standards, frameworks for regulatory governance, evaluation of missed opportunities stemming from technology underuse, and emphasizes the pressing nature of the matter.  The authors conclude that the rapid evolution of AI necessitates urgent action, as the risks associated with insufficient implementation become increasingly significant. 
"
Healthcare professionals satisfaction and AI-based clinical decision support system in public sector hospitals during health crises: a cross-sectional study,"The global pandemic spurred a dramatic shift towards digital health management, emphasizing the role of information systems in mitigating healthcare crises. Artificial intelligence, particularly through Clinical Decision Support Systems (CDSS), offers innovative solutions for navigating the complexities of data volume, accuracy, patient flow, and overall healthcare management.  Characterized by speed, efficacy, and sophisticated analytical capabilities, AI-powered CDSS has proven invaluable in responding to emergencies like COVID-19.  Consequently, understanding the factors driving healthcare professional (HCP) acceptance of CDSS is crucial. Utilizing DeLone and McLean's information system success model, a study involving 237 HCPs from three prominent Wuhan hospitals in 2021 investigated this phenomenon. Data gathered via an online survey, conducted with hospital approval, highlighted the significant impact of system, information, and service quality on user satisfaction, ultimately bolstering CDSS adoption in developing nations. 
"
Role of Regulatory Sandboxes and MLOps for AI-Enabled Public Sector Services,"This study explores the challenge of balancing regulatory compliance with innovation in public sector AI services. It analyzes the role of the Artificial Intelligence Act, regulatory sandboxes, and Machine Learning Operations (MLOps) in fostering a collaborative approach to AI development that includes diverse stakeholders. The authors propose a framework that integrates automation pipelines and continuous monitoring to ensure both regulatory adherence and technical advancement in the deployment of public sector AI services. Recognizing the potential of regulatory sandboxes as controlled environments for experimentation, the paper emphasizes their value in exploring practical implementation of ML frameworks beyond mere regulatory considerations. While the framework draws on existing regulations, tools, and best practices for responsible AI, its efficacy must be evaluated through pilot programs involving public and private stakeholders, as well as regulatory bodies, across various high-risk AI service domains. 
"
aiWATERS: an artificial intelligence framework for the water sector,"The burgeoning influence of Artificial Intelligence (AI) and Machine Learning (ML) has spurred their integration across a myriad of fields, extending beyond the confines of research and academia into practical industry applications.  Simultaneously, the water sector is experiencing a significant digital shift, with US water utilities at varying points in this evolution.  Decision-makers within the water sector, often lacking specialized AI knowledge, require a deeper understanding of this technology to make well-informed choices.  Although AI offers substantial advantages, challenges pertaining to data, model creation, knowledge assimilation, and ethical considerations necessitate careful evaluation before real-world implementation.  Given the critical decision-making inherent in the licensed profession of civil engineering, trust in any decision support tool is paramount for its real-world acceptance.  To address this, the aiWATERS (Artificial Intelligence for the Water Sector) framework is proposed as guidance for water utilities seeking successful AI integration.  Pilot interviews and surveys involving diverse US water utilities, ranging in size, were conducted within this framework to assess the current state of AI implementation and pinpoint existing challenges.  The findings highlight that most US water utilities are in the nascent stages of AI adoption, grappling with concerns about AI's opacity, trustworthiness, and long-term viability within their systems. The aiWATERS framework aims to assist utilities in navigating these complexities as they progress through their digital transformation. 
"
Awareness among teaching on AI and ML applications based on fuzzy in education sector at USA,"This study explores the current understanding of artificial intelligence (AI) and machine learning (ML) applications in US classrooms, revealing a surprising lack of integration despite significant advancements in these fields.  The focus of AI & ML development appears to be directed towards sectors with more pressing societal demands, such as healthcare and personalized transportation, rather than education. Employing a multifaceted research approach, this investigation illuminates the current landscape of AI & ML utilization within the US education system.  This involved examining international reports and relevant literature, analyzing US educational documents addressing AI & ML in the context of digitalization efforts, and conducting 15 expert interviews.  The resulting analysis highlights existing AI & ML systems employed in higher education, assesses their advantages and disadvantages, and forecasts potential future developments.  While not claiming to be exhaustive, this paper provides valuable insights into key areas of application and future research pathways for AI & ML in education. 
"
A global perspective on data powering responsible AI solutions in health applications,"Artificial intelligence holds transformative potential for healthcare, promising to revolutionize accessibility, elevate care quality, and enhance patient outcomes worldwide. This analysis advocates for a broader, more inclusive lens during the development of AI-driven healthcare solutions, emphasizing the needs of underserved populations. To facilitate the creation of practical solutions in the current technological landscape, the review centers on medical applications, providing developers with insights into the obstacles they may encounter. Subsequent sections delve into the existing hurdles related to data integrity, AI design, and their implications for the global implementation of healthcare solutions.  We illuminate critical factors contributing to data deficiencies, regulatory ambiguities within the healthcare domain, and infrastructural limitations encompassing power supply and network access. Furthermore, we emphasize the detrimental impact of inadequate healthcare and educational infrastructures on the widespread adoption of these technologies. By integrating these considerations into the development of prototype AI solutions for healthcare, we can better address the diverse needs of a global populace. 
"
An example of governance for AI in health services from Aotearoa New Zealand,"The swift evolution of AI presents a challenge in fully comprehending its potential hazards in practical applications. Global initiatives have provided ethical frameworks and guidelines for utilizing AI in various sectors, including healthcare. However, in the context of Aotearoa New Zealand, we acknowledged that simply modifying existing risk management strategies would be insufficient. We prioritized the inclusion of Māori perspectives, honoring Te Tiriti, and centering the needs of patients and their families. This paper outlines the creation of a comprehensive governance structure for the development and implementation of AI within the New Zealand healthcare system, emphasizing real-world testing and ongoing refinement of our processes. 
"
Operationalising AI ethics through the agile software development lifecycle: a case study of AI-enabled mobile health applications,"Despite the abundance of ethical guidelines and principles aimed at steering the development of artificial intelligence (AI), bridging the gap between theory and actionable practice has proven to be a significant hurdle. This issue is particularly pronounced in the realm of AI-powered healthcare, where a delicate equilibrium must be struck between the potential advantages of AI solutions and the associated risks for patients, including marginalized and vulnerable groups. To navigate this complex terrain, we propose a departure from universal ethical principles, advocating instead for context-specific, case-based ethical frameworks. Utilizing an AI-driven mobile health application as a case study, our framework draws upon existing ethical guidelines, including the AI4People framework, the EU High-Level Expert Group on trustworthy AI, and broader human rights considerations. We further integrate relational perspectives to address concerns regarding human values and the potential conflicts between individual rights and public well-being. Grounded in the ""ethics by design"" philosophy, our approach ensures the seamless integration of ethical principles throughout the entire AI development lifecycle, preempting ethical concerns rather than treating them as an afterthought.  Seven key ethical principles are identified for our case study: fairness, agility, precision, safeguarding humanity, respect for others, trust and accountability, and robustness and reproducibility. We posit that the most effective way to mitigate and address ethical implications is by embedding ethical principles within the software development processes routinely used by developers. We conclude by demonstrating the practical application of our case-based framework through illustrative examples of AI-powered mobile health applications. 
"
"Does AI-technology-based indoor environmental quality impact occupants’ psychological, physiological health, and productivity?","Increased globalization in the last century fueled a booming travel and tourism industry. However, the recent pandemic dramatically altered this landscape, placing significant emphasis on Indoor Environmental Quality (IEQ) enhanced by technology, particularly artificial intelligence (AI). This research explores how AI-powered IEQ in hospitality impacts occupant productivity through psychological and physiological well-being. Leveraging the Job Demand-Resource theory and Nudging philosophy, a hypothesis and conceptual model were constructed and empirically validated using Structural Equation Modeling (SEM). The findings demonstrate a statistically significant link between AI-driven IEQ and behavioral shifts, subsequently impacting occupant health and productivity. Notably, the effect of AI-powered IEQ in the hospitality sector was most pronounced on productivity, followed by psychological and physiological health. 
"
Applying the ethics of AI: a systematic review of tools for developing and assessing AI-based systems,"The pervasiveness of Artificial Intelligence (AI) is undeniable, with Machine Learning algorithms integrated into various aspects of our lives, from entertainment to healthcare.  However, this technological advancement brings forth significant ethical and societal concerns.  If AI systems are not developed responsibly, they pose a threat to fundamental human values like autonomy, privacy, equity, and even human rights.  To address these concerns, ethical frameworks, guidelines, and technical tools have been proposed.  However, the complexities of implementing these measures by highly technical personnel raise questions about their effectiveness.  Our research proposes a novel typology to bridge this gap. This typology categorizes the different stages of the AI life cycle, outlines the overarching ethical principles for each stage, and identifies both technical and conceptual tools that can facilitate adherence to these principles.   Furthermore, it incorporates relevant information such as developmental stage, associated tasks, relevant sectors, and language. This typology, derived from a systematic review of 352 resources and tools, aims to be a valuable resource for promoting ethical AI development.  It serves as a guide for developers and leaders overseeing these initiatives. The complete typology and a comprehensive list of resources can be accessed at https://ricardo-ob.github.io/tools4responsibleai. 
"
"Opportunities, challenges, and benefits of AI innovation in government services: a review","Across various sectors, AI's potential is undeniable, promising significant advancements for government, societal, and economic landscapes. However, the lack of a unified understanding of AI's definition and reach creates obstacles for its practical integration within government. This research delves into the diverse methods, focuses, and objectives within the field of AI, highlighting its capacity to augment human capabilities in crucial situations. Examining the early successes and efficiency gains achieved by pioneering government agencies utilizing AI, this study investigates the potential advantages and drawbacks of AI implementation in public services. By analyzing the interdisciplinary challenges of public AI applications, such as linguistic barriers and service delays, this research stresses the need for a comprehensive understanding of the risks, obstacles, and motivators associated with employing AI in government. The study aims to shed light on the ultimate goals of AI research, encompassing areas like object manipulation, natural language processing, and logical reasoning. Through an assessment of the benefits and challenges of AI in the public sector, this research underscores the potential for increased productivity, streamlined processes, and minimized burdens. Furthermore, organizational theory is utilized as a framework to address challenges and capitalize on opportunities presented by AI integration. This theoretical lens provides insights into the benefits, opportunities, and challenges inherent in leveraging AI for government service delivery. This study's findings contribute to a deeper understanding of AI's potential to revolutionize public services by fostering innovation and enhancing efficiency. It addresses key questions regarding organizational theory's role in promoting AI adoption in government, the obstacles faced by governments in adopting AI, and the potential benefits AI offers to public service provision. The research advocates for a strategic approach to AI implementation in the public sector, taking into account organizational, ethical, and societal factors, while recognizing AI's transformative potential for government service delivery. 
"
Recent progress in organic waste recycling materials for solar cell applications,"Third-generation photovoltaic cells that utilize organic waste materials in their construction are known as organic waste-derived solar cells (OWSCs). These innovative cells offer a sustainable alternative to traditional third-generation solar cells, potentially transforming the future of solar cell production. This review examines various OWSCs, highlighting their cost-effectiveness and environmentally friendly nature. It explores the diverse organic waste materials used, the fabrication and assembly processes involved, and innovative solar cell manufacturing techniques.  The study delves into strategies for enhancing OWSC performance, provides a detailed comparison of assembly configurations and photovoltaic parameters, and traces the evolution of OWSC research over the past ten years.  Furthermore, it analyzes the strengths and weaknesses of different solar cell technologies, suggesting potential future directions.  The review emphasizes the untapped potential of industrial organic waste materials like paper, coal, and plastics for solar cell fabrication, reporting power conversion efficiencies and highlighting the specific roles played by the utilized organic waste materials. 
"
A Comprehensive Survey of Silicon Thin-film Solar Cell: Challenges and Novel Trends,"Widely lauded as a leading contender for harnessing renewable energy, solar cells, particularly thin-film variants, have taken center stage in the contemporary solar industry due to their economical fabrication, minimal material requirements, and anticipated improvements in energy conversion efficiency. This investigation embarks on an extensive exploration of silicon thin-film solar cells, tracing their evolution from initial concepts to the most sophisticated laboratory-fabricated modules. The remarkable progress of each technology is meticulously documented, encompassing its structural arrangement, inherent limitations, corresponding electrical model, operational performance, and global market penetration. A parallel analysis delves into the reliability and accessibility of cell materials, while meticulously comparing diverse attributes across distinct technologies.  Furthermore, this study illuminates recent breakthroughs in solar cell technology, highlighting their potential to serve as crucial catalysts and solutions in shaping the future of this field. This concise and focused distillation of the comprehensive analysis aims to equip readers with insights that facilitate the identification of promising research avenues and inform the appropriate implementation and fabrication of solar cells. 
"
A thorough review of the existing concentrated solar power technologies and various performance enhancing techniques,"The urgent need to mitigate climate change necessitates a shift from traditional thermal power plants to sustainable alternatives, with solar thermal power emerging as a frontrunner. This article delves into the rationale driving this transition and illuminates the superiorities of solar thermal energy compared to other renewable energy sources, including photovoltaic solar. Existing research on diverse solar thermal power plant types and their optimization strategies is currently fragmented. This paper endeavors to consolidate this dispersed knowledge, providing a comprehensive review aimed at assisting researchers exploring concentrated solar power technologies.  After establishing a foundational understanding of these technologies, the paper presents an extensive overview of diverse concentrated solar power technologies deployed globally.  It further examines contemporary trends in hybrid and performance-enhancing techniques integrated with these technologies. The economic implications of these technologies are also briefly analyzed. Finally, the paper explores future directions and outlines steps required to foster the continued growth of this vital technology. 
"
Socio-economic impacts of solar energy technologies for sustainable green energy: a review,"While the combustion of fossil fuels releases detrimental greenhouse gases like carbon dioxide, these resources remain the cornerstone of global energy production.  However, dwindling reserves and price fluctuations necessitate the exploration of sustainable and environmentally benign energy alternatives for future use. Consequently, the adoption of renewable energy sources like solar power has witnessed a recent surge.  Optimizing solar energy utilization hinges on a thorough understanding of its applications and associated technologies. This study delves into various solar storage technologies aimed at achieving sustainable green energy generation. We analyze the variability, mechanisms, efficacy, and economic viability of both greenhouse-based solar heat storage and concentrated solar power (CSP) technologies.  A multi-faceted evaluation method, incorporating expert scoring and a hybrid qualitative-quantitative approach, is employed to comprehensively assess these technologies.  Furthermore, the socio-economic ramifications of green power plant construction are examined.  The analysis reveals that the socio-economic and environmental impacts of large-scale deployment of both solar storage and CSP technologies are contingent on specific usage patterns and prevailing conditions, each presenting its own set of merits and drawbacks.  The article concludes by outlining key strategies for harnessing waste-to-energy solutions to foster a secure and sustainable environment. 
"
